rainfall,temperature,soil_moisture,soil_pH,nitrogen,phosphorus,potassium,irrigation,crop_area,fertilizer,pesticide,sunlight,humidity,altitude,wind_speed,groundwater,crop_diversity,mechanization,yield_variance,avg_yield
716.19,23.98,47.64,5.36,124.41,87.91,57.83,20.36,49.3,106.01,34.17,6.29,98.72,14.52,21.55,21.67,0.39,85.12,4.28,7.38
941.73,18.29,73.09,8.85,44.35,78.07,129.64,74.05,441.49,101.5,3.78,9.23,97.13,1189.51,43.53,82.73,0.83,96.54,4.33,3.5
696.93,17.58,76.01,7.81,139.21,75.89,130.11,42.8,482.53,83.25,48.16,11.46,94.61,1755.09,43.17,57.06,0.18,35.94,4.19,9.71
814.98,22.68,47.39,6.65,22.73,62.75,119.23,28.82,457.1,190.92,1.64,9.01,97.38,2634.15,23.86,28.2,0.29,53.27,0.27,7.22
1149.81,23.66,12.37,8.99,24.15,51.71,64.92,94.56,190.25,24.88,43.04,6,63.18,172.61,30.51,58.24,0.06,33.47,6.4,5.42
1071.86,19.18,22.31,4,33.53,11.82,118.51,28.09,489.42,171.67,6.3,6.66,76.53,2947.61,13.58,4.59,0.95,63.76,4.09,2.85
1892.27,12.09,26.05,7.03,47.77,73.49,117.83,90.42,118.65,203.74,21.11,9.8,27.33,1779.95,13.76,41.15,1,49.51,0.73,8.25
1252.75,12.12,28.78,7.82,57.19,12.37,49.12,46.6,479.15,80.85,1.6,10.79,21.07,2195.39,16.61,28.53,0.15,53.98,3.41,6.62
1193.88,35.04,47.77,6.6,35.5,59.31,135.19,30.34,104.3,40.38,7.42,9.76,35.2,278.26,16.16,26.11,0.87,41.26,4.42,8.46
785.83,14.9,20.9,5.21,40.55,28.15,130.25,17.23,129.8,148.43,34.22,6.25,40.71,1060.68,40.13,95.9,0.13,24.16,0.25,2.48
1157.48,36.73,46.78,4.99,67.96,42.02,21.9,48.75,34.33,210.05,8.92,6.82,70.9,1305.79,23.96,36.9,0.17,76.83,2.11,1.6
592.19,31.4,39.61,4.36,71.22,41.63,94.74,54.2,398.92,47.34,46.27,10.01,76.11,2445.8,22.24,57.36,0.8,82.14,0.71,4.6
1615.78,35.47,19.19,5.14,30.23,135.56,44.74,55.67,160.47,161.26,27.66,6.01,55.96,1709.66,49.92,78.76,0.59,32.75,1.2,6.72
840.84,16.11,69.84,8.22,24.49,95.35,141.42,44.18,44.11,115.52,39.73,7.62,85.57,753.81,40.17,43.78,0.4,57.14,9.06,2.05
1987.98,38.98,68.63,8.03,82.88,103.56,94.46,49.03,170.52,228.88,17.92,8.84,35.77,1963.67,33.13,86.47,0.39,24.73,2.58,6.13
1920.99,32.17,47.19,7.5,124.68,149.21,147.59,32.09,252.64,142.83,3.56,9.28,59.08,1450.99,26.29,80.86,0.05,11.1,6.75,4.77
1532.96,31.12,18.56,7.17,44.96,13.46,115.48,64.38,22.3,281.96,10.75,8.79,23.01,1143.85,9.11,4.58,0.69,19.99,3.63,5.23
1896.81,18.21,38.53,5.01,73.27,25.55,117.6,56.74,120.56,76.87,49.22,10.81,84.94,411.25,7.27,63.77,0,95.2,0.87,2.32
679.05,13.48,71.13,4.48,133.17,145.17,131.39,37.58,449.52,268.4,23.47,6.65,27.29,1294.65,33.57,93.76,0.32,3.89,9.98,2.19
1955.97,21.92,36.24,5.5,137.66,79.1,46.99,13.48,285.01,82.89,41.54,5.63,60.92,115.73,22.01,53.31,0.87,75.23,7.87,2.8
878.2,33.29,36.56,7.81,50.66,78.92,128.7,25.35,475.33,293.75,9.24,5.14,67.75,2911.15,31.27,78.15,0.47,95.03,9.18,1.36
1570.1,39.36,74.9,5.73,14.41,104.94,48.05,67.8,321.2,299.31,14.66,11.56,92.35,2796.9,5.28,2.18,0.66,89.11,8.29,9.72
631.45,33.74,42.34,8.12,11.39,43.1,50.93,58.25,491.12,255.42,22.23,5.31,82.44,379.39,34.25,55.13,0.4,73.43,2.48,2.32
742.34,34.25,59.39,8.92,25.89,117.65,87.96,65.08,267.28,220.27,45.6,8.08,53.25,1474.49,19.31,32.24,0.64,44.46,8.92,7.28
1162.12,26.46,68.68,8.92,61.38,48.63,106.18,54.26,117.23,108.2,25.82,6.38,38.17,141.11,38.82,45.15,0.86,56.97,8.77,9.4
1872.97,38.87,16.52,6.68,59.86,14.39,102.72,69.73,103.22,269.09,37.29,11.98,20.61,1640.66,14.17,98.6,0.1,21.87,6.61,8.3
323.93,27.07,79.57,8.17,76.19,75.36,77.45,33.31,344.29,158.21,7.93,10.91,58.45,1876.37,26.83,50.32,0.08,99.93,6.94,9.82
1200.28,37.13,23.23,5.61,90.55,27.42,70.54,32.06,259.65,120.48,20.21,11.97,77.71,2150.77,11.68,35.33,0.61,29.04,1.85,3.11
593.17,23.42,43.17,8.63,72.47,77.39,119.12,55.61,368.43,240.14,3.79,11.03,94.57,2878.64,46.3,16.06,0.7,4.49,1.81,2.09
1101.13,20.71,45.97,6.46,77.47,149.27,118.31,94.11,189.57,56.74,3.93,5.62,31.18,2089.96,46.16,67.65,0.36,29.74,1.65,3.59
330.59,12.86,36.78,6.96,18.83,97.09,81.82,74.64,418.53,92.19,28.41,6.06,95.48,2244.23,49.62,53.36,0.8,33.94,3.8,6.38
320.91,34.79,74.35,4.1,25.98,75.76,146.6,29.71,452.15,230.68,30.31,8.45,61.74,2726.02,23.46,80.56,0.37,98.52,4.23,9.8
619.57,32.16,66.27,7.21,121.55,72.92,113.95,84.38,280.32,164.87,10.55,10.98,32.79,2501.4,8.78,34.67,0.75,83.49,2.14,3.62
1564.3,19.98,54.68,5.84,45.06,51.14,83.19,95.51,191.15,269.85,37.3,10.26,91.36,2720.74,2.42,96.27,0.37,18.42,9.51,7.69
1702.68,33.91,49.77,6.74,129.92,138.69,75.86,19.89,46.23,293.47,1.41,8.96,64.38,822.53,11.56,45.84,0.34,27.41,0.72,3.32
425.04,35.05,66.16,4.9,123.22,127.3,116.36,85.73,123.49,180.07,20.16,11.88,82.24,2921.96,42.59,6.53,0.48,87.55,7.02,5.76
977.08,28.41,20.63,6.3,91.19,54.63,125.92,24.93,47.27,39.05,48.72,11.69,61.74,1447.73,8.56,94.7,0.15,0.51,2.43,7.87
1740.64,28.61,39.86,4.96,119.28,115.65,128.02,28.78,390.96,168.32,43.4,5.7,93.17,2928.23,12.19,9.93,0.43,14.2,9.08,6.03
1347.29,26.84,74.91,4.02,18.82,76.32,119.1,76.1,350.63,116.88,18.01,10.61,38.76,1180.99,3.22,78.8,0.85,96.37,2.84,3.1
311.53,28.07,11.94,6.41,125.96,94.53,86.97,14.8,232.59,248.25,32.44,8.91,51.02,1797.96,14.84,80.98,0.99,85.97,7.63,5.35
1325.65,24,37.03,4.96,112.25,93.65,129.72,65.7,205.5,47.84,34.01,9.85,98.3,2692.18,46.63,55.5,0.19,25.77,0.56,5.13
1363.93,30.22,51.17,6.8,49.06,126.95,146.9,68.89,37.58,125.69,28.32,8,50.42,2328.3,34.98,62.82,0.41,7.46,0.24,4.51
837.39,35.26,44.03,6.4,27.26,41.08,33.26,88.53,421.26,251.15,9.65,11.23,37.41,47.3,31.28,10.55,0.41,6.95,8.28,4.12
702.15,26.27,72.27,6.44,39.27,113.29,76.04,75.6,224.92,89.73,14.39,6.04,20.63,2673.68,45.07,41.97,0.6,91.85,6.31,6.27
1948.53,39.47,75,5.75,12.89,66.45,81.87,73.92,417.95,34.88,2.51,6.61,74.41,2913.87,15.1,1.7,0.75,93.47,5.62,3.48
1901.21,22.95,35.85,7.32,149.44,70.74,111.92,10.07,352.88,200.31,2.58,5.49,59.99,1888.05,26.07,20.05,0.26,7.31,3.77,5.81
526.6,11.23,45.7,5.76,13.21,84.99,130.72,27.07,287.05,126.15,28.83,9.32,47.39,1010.74,17.25,31.61,0.45,97.67,4.53,5.38
1702.3,30.04,50.27,7.57,31.17,37.85,121.06,90.96,11.62,150.07,36.34,8.33,61.22,1397.71,11.69,47,0.71,12.02,3.51,9.64
1439.47,26.13,74.6,5.54,95.51,23.11,11.56,40.22,21.73,283.04,47.49,8.14,58.13,1356.23,10.9,76.79,0.98,79.88,6.97,4.4
1635.88,22.64,36.85,4.37,20.31,125.04,130.22,19.71,361.91,89,40.08,8.98,79.99,376.48,24.83,65.96,0.79,71.8,8.48,8.66
209.09,12.13,30.02,4.46,148.83,103.03,142.35,44.4,60.97,295.52,49.85,8.44,97.28,2939.74,7.08,49.66,0.4,37.32,4.74,1.97
617.84,23.77,32.28,8.58,116.86,86.8,74.01,66.8,172.75,180.31,4.33,10.58,29.35,633.48,15.98,64.45,0.87,24.49,6.81,2.05
1121.12,12.64,11.78,7.22,55.33,42.3,45.06,11.43,422.6,46.18,24.99,11.24,43.39,1157.48,17.98,76.26,0.06,86.89,3.7,5.63
1448.66,18.69,74.33,8.85,32.36,34.61,135.82,52.18,329.26,224.23,46.72,7.31,66.33,41.74,8.39,69.91,0.82,83.96,6.41,3.44
402.2,21.3,48.81,6.64,10.97,57.76,67.28,87.6,206.58,210.74,21.33,9.63,42.13,564.26,3.95,14.8,0.49,45.6,8.96,7.44
1230.74,39.24,32.75,5.7,89.28,114.14,25.95,56.88,239.92,268.56,25.03,5.95,36.2,2716.17,28.85,56.88,0.33,63.89,7,7.09
1289.89,25.37,60.3,5.75,10.55,48.43,130.83,59.48,172.71,211.64,48.69,8.69,73.06,2157.9,41.34,57.97,0.72,13.62,5.67,3.31
460.28,29.99,64.42,8.92,66.66,127.98,81.39,96.25,28.51,69.79,5.78,7.27,27.09,978.36,38.98,42,0.11,82.2,3.52,4.22
1130.24,18.91,18.02,5.91,68.63,62.72,24.05,47.55,431.88,240.39,18.22,8.98,82.1,1872.49,46.54,54.9,0.93,95.6,0.98,3.62
1866.29,28.14,56.89,5.87,53.68,11.09,108.09,59.71,480.96,206.02,21.29,7.96,35.89,2906.52,48.49,76.05,0.51,28.82,0.67,6.23
485.94,26.34,38.33,6.87,46.71,49.46,20.67,91.11,348.56,170.67,29.79,5.87,65.87,1164.76,8.82,90.34,0.6,72.21,2.49,2.45
756.99,13.05,24.11,5.99,78,113.03,130.54,38.52,157.86,11.75,12.44,7.85,42.83,1677.03,28.94,65.78,0.42,20.26,8.69,9.75
644.43,14.57,50.86,4.41,52.74,142.06,128.25,91.92,460.62,257.47,19.07,7.96,59.28,2975.07,47.83,96.76,0.17,25.14,0.94,5.21
1631.29,29.41,33.05,6.38,145.71,69.4,98.76,23.28,471.31,241.34,18.83,5.3,74.33,2385.66,47.73,17,0.65,34.54,9.11,7.63
986.42,37.15,55.45,8.91,54.86,89.35,92.17,44.53,232.4,290.23,24.4,8.26,85.94,1118.58,32.43,78.53,0.99,83.27,1.48,4.69
1209.17,10.8,56.51,5.44,110.42,149.35,62.2,44.22,185.13,113.07,25.67,5.81,80.36,2468.97,31.94,54.2,0.82,57.64,9.54,9.04
1612.18,33.16,71.18,5.49,61.9,32.75,35.35,28.49,340.85,121.67,27.77,9.22,62.13,1025.41,2.07,45.39,0.38,15.41,8.88,4.95
1231.65,19.64,29.2,4.1,50.93,140.37,25.73,57.01,4.2,247.43,3.81,9.29,84.99,2337.52,47.1,94.51,0.5,15.05,2.4,7.89
316.8,23.84,79.75,7.82,44.93,76.4,78.57,12.3,393.25,268.63,35.99,6.23,94.26,2696.93,49.4,11.21,0.26,74.61,5.27,8.99
349.46,19.29,16.91,7.61,52.56,67.45,131.26,67.49,466.59,181.36,34.49,10.62,52.38,2021.45,17.04,13.83,0.21,75.07,4.16,9.61
1695.1,27.83,52.04,4.4,78.87,60.69,121.44,55.23,263.15,39.7,12.63,10.74,54.59,1561.76,42.31,40.84,0.55,95.11,5.11,4.45
1623.07,27.81,12.61,7.15,87.01,69.88,87.48,16.82,279.84,19.11,9.13,6.25,63.35,671.01,17.72,74.53,0.21,65.56,4.29,8.99
1356.82,16.73,15.98,5.14,17.27,108.39,31.27,47.34,257.3,270.99,39.88,10.66,22.2,1674.45,14.88,24.29,0.54,90.01,7.32,7.53
1143.99,21.65,77.33,8.57,110.05,87.95,100.08,40.82,105.93,206.02,11.4,5.97,70.81,391.92,21.7,57.09,0.37,77.45,4.94,8.57
1378.88,31.3,61.95,6.9,24.15,45.21,67.96,46.36,425.74,107.84,45.98,11.92,96.45,993.84,45.02,84.63,0.38,98.18,7.09,1.17
732.65,35.48,60.82,5.45,30.61,48.44,129.69,49.65,80.46,168.64,16.77,7.07,59.69,2592.76,25.93,71.25,0.84,54.86,3.45,6.65
843.78,35.98,68.28,6.39,57.9,143.96,71.37,79,337.89,127.32,11.25,11.09,47.25,1529.77,26.99,48.83,0.43,57.58,7.76,3.92
1597.5,21.83,56.5,6.72,45.13,78.02,38.89,15.26,62.01,217.62,42.32,10.09,45.49,1457.33,32.29,58.84,0.6,61.76,2.34,1.1
1276.1,18.12,70.47,8.98,62.22,16.84,146.13,93.09,322.54,166.34,43.09,8.37,87.57,1186.93,43.69,34.42,0.79,10.56,0.02,5.76
710.13,14.14,14.47,5.88,59.61,21.46,99.7,89.13,476.76,55.99,6.87,6.3,20.32,2138.98,48.02,96.69,0.52,42,5.84,4.92
852.98,11.83,21.75,7.3,133.75,24.58,71.23,59.7,488.58,77.45,13.95,5.11,37.87,1944.39,4.25,13.59,0.35,89.4,8.98,1.06
830.18,17.35,40.1,8.8,122.78,137.24,148.65,63.83,242.4,36.63,44.52,5.62,79.29,2350.67,22.67,28.42,0.35,23.61,9.76,5.54
817.89,13.84,57.26,7.06,75.49,70.98,77.08,59.97,110.92,70.52,22.71,7.16,26.14,1823.75,9.58,87.11,0.53,16.99,7.29,8.83
945.04,14.64,41.26,4.56,47.45,134.97,81.52,64.62,41.69,53.71,25.69,6.2,45.47,8.73,32.27,7.85,0.22,23.03,5.02,8.99
1880.81,20.55,26.26,4.36,104.72,91.04,76.78,18.9,293.11,173.45,48.53,10.33,46.65,584.78,47.3,42.64,0.92,52.9,1.91,4.02
1635.6,24.93,49.72,8.88,60.47,43.7,30.5,54.63,483.3,291.84,38.49,10.04,89.23,1521.68,2.25,16.17,0.36,2.39,8.14,8.23
505.92,18.78,18.07,7.46,126.45,87.87,12.36,80.18,389.94,200.67,20.07,10.65,20.62,2927.1,7.08,28.72,0.58,35.77,9.79,9.58
1987.76,24.15,77.8,6.01,37.5,115.33,77.91,50.15,377.64,65.67,27.64,11.12,91.62,1312.96,32.11,18.55,0.62,75.23,4.54,6.99
457.44,11.8,70.88,7.05,21.52,97.44,10.54,58.18,229.73,219.83,9.35,7.03,57.04,1595.33,32.45,74.83,0.86,79.51,2.07,6.42
1434.67,11.89,35.67,8.41,142.98,51.2,34,32.9,420.58,26.61,6.29,11.81,57.06,2585.47,46.45,4.31,0.86,62.43,2.9,8.74
1688.84,21.19,38.35,8.44,107.04,102.33,28.15,96.17,289.52,32.96,4.28,7.32,40.25,2238.65,42.48,24.48,0.9,53.56,7.27,7.03
1411.75,21.76,65.17,6.63,111.79,69.04,98.62,61.69,37.62,20.16,38.59,8.76,43.18,250.68,47.14,63.02,0.68,14.53,9.79,3.62
1082.74,35.89,78.32,4.43,38.63,61.14,134.59,48.45,401.84,264.75,11.37,11.75,46.94,217.01,14.69,93.69,0.13,61.68,1.19,8.48
1958.19,34.43,55.42,4.61,86.8,115.98,45.55,23.68,126.71,287.16,12.2,8.08,80.66,648.63,34.77,38.48,0.59,92.12,5.86,7.31
1919.89,23,60.75,5.14,116.22,45.28,26.3,14.5,459.94,262.76,13.38,7.33,62.99,1307.49,47.76,26.37,0.33,44.5,5.72,2.78
488.67,26.71,26.15,8.14,70.6,81.35,58.03,85.45,128.17,286.84,45.22,9.06,71.06,838.68,24.07,83.13,0.36,9.76,9.78,7.36
1169.93,13.68,51.15,5.43,71.83,72.54,113.72,31.22,14.42,168.26,26.3,7.98,38.42,1216.91,39.69,23.8,0.68,68.38,7.95,1.91
1505.32,21.81,47.29,8.2,112.02,100.82,59.04,30.89,427.9,218.3,17.06,8.02,40.6,2858.2,20.12,62.27,0.44,28.49,9.01,2.6
1140.49,14.5,57.28,7.17,72.02,102.94,115.18,46.66,91.11,94.86,31.87,10.26,49.24,1334.41,6.57,18.52,0.85,11.05,8.4,2.01
934,15.44,49.24,5.71,138.38,135.19,75.51,21.43,389.21,275.78,17.7,9.58,90.24,2698.7,32.88,14.22,0.5,90.06,3,4.88
215.24,28.25,59.56,6.74,149.75,74.81,132.09,67.1,10.02,177.41,12.88,9.33,22.31,870.87,41.36,31.03,0.44,1.15,7.87,2.75
232.28,36.18,19.72,5.16,145.3,105.13,23.15,18.92,365.7,138.47,28.96,6.51,32,240.7,29.53,67.01,0.69,92.43,7.19,7.14
870.51,37.86,45.27,4.23,140.13,140.87,108.21,82.24,307.27,203.44,29.58,6.3,23.69,2597.24,46.73,86.92,0.38,6.94,9.22,8.04
1183,35.55,60.44,8.32,11.6,21.21,115.64,75.36,77.87,282.71,15.15,8.51,45.87,39.11,36.17,33.28,0.81,33.16,4.97,6.67
1716.68,12.63,74.94,4.71,38.13,72.59,66.34,91,412.52,120.04,3,7.09,44.31,623.64,47.01,70.52,0.1,4.72,1.2,2.26
1002.42,32.77,33.59,7.22,146.19,77.51,62.95,77.47,173.41,199.3,37.47,6.02,95.72,839.67,7.95,29.98,0.65,79.6,0.49,8.32
1034.05,11.22,28.75,4.66,12.35,70.52,75.59,38.11,101.88,143.13,11.84,8.18,74.73,663.92,28.93,70.13,0,29.64,8.28,1.5
1991.26,27.62,32.13,5.69,14.5,112.52,124.19,49.73,239.91,59.63,6.31,9.81,82.43,2276.46,41.63,97.77,0.1,73.07,0.6,7.2
652.47,18.3,25.05,7.95,54.11,26.15,24.44,37.88,437.83,181.03,45.8,7.12,60.52,1267.6,12.74,45.27,0.84,10.07,9.91,3.05
559.55,22.7,62.04,8.96,143.46,95.02,87.68,40.37,331.52,207.36,28.33,8.84,82.85,2578.32,41.36,79.4,0.21,15.8,8.83,9.84
321.07,32.07,22.53,8.05,87.3,36.73,43.97,40.74,489.77,255.1,2.82,10.63,37.78,763.89,4.36,69.76,0.35,40.55,8.72,3.08
226.32,37.81,61.35,7.67,148.54,39.48,103.12,54.48,32.3,18.73,6.05,10.31,34.5,2874.42,23.94,68.41,0.79,2.2,7.45,7.6
1870.2,36.28,25.31,6.28,87.16,60.64,118.33,19.98,413.58,221.6,24.07,6.08,50.72,2169.43,26.97,82.87,0.48,72.8,7.15,7.13
1159.32,39.09,44.13,6.94,84.73,19.36,39.56,97.29,218.84,294.74,25.66,8.54,21.14,879.89,40.66,59.95,0.94,48.84,2.78,8.16
1323.02,22.42,40.24,8.81,72.79,39.12,13.23,34.9,476,278,17.71,5.33,41.95,1222.59,46.3,81.13,0.26,95.02,0.72,1.88
317.15,24.08,20.4,5,10.84,136.98,12.12,40.77,371.86,27.66,9.75,5.58,37.51,885.32,8.24,27.86,0.4,64.39,1.94,5.14
713.53,35.69,26.57,5.02,137.86,96.64,97.36,63.43,401.04,111,25.2,11.31,85.94,2520.38,1.38,33.22,0.67,17.49,9.15,3.39
1307.1,18.6,69.83,5.15,20.04,40.69,75.15,15.92,383.02,39.33,43.62,9.18,98.42,20.79,41.12,4.95,0.97,35.08,7.74,3.09
1612.69,12.31,52.32,6.81,109.23,129.64,73.02,72.11,201.58,118.25,18.38,8.57,68.57,2143.49,40.25,19.64,0.11,45.23,6.09,5.06
392.17,18.18,78.71,8.53,52.96,59.82,59.82,79.38,149.3,178.09,37.14,9.88,35.4,928.55,27.84,88.8,0.41,20.26,3.21,5.69
702.63,22.12,48.29,6.82,48.35,93.72,121.45,65.15,241.22,231.15,28.08,11.41,77.12,892.39,29.3,93.34,0.82,60.05,9.44,5.78
777.94,10.53,48.37,6.07,49.92,94.11,121.14,76.03,241.72,34.1,38.49,5.2,22.6,1845.56,46.18,17.87,0.86,94.28,6.42,4.83
1321.31,22.67,42.46,5.99,147.81,145.29,79.45,35.28,14.59,152.87,47.77,5.26,97.95,659.5,37.89,47.73,0.08,51.93,2.31,1.9
792.88,26.33,52.04,5.31,32.61,144.45,84.44,43.97,94.1,187.79,41.47,7.84,56.71,2927.87,44.81,43.82,0.36,90.13,5.89,6.6
1595.84,18.01,14.21,5.73,98.61,101.01,41.43,12.27,253.51,296.07,44.44,5.86,26.72,2120.51,28.7,64.32,0.86,73.33,5.39,4.55
883.43,14.1,29.47,4.02,106.69,29.63,82.78,97.93,498.75,15.7,44.7,11.99,45.57,2081.77,8.33,19.31,0.39,62,4.42,1.22
639.68,23.63,49.64,8.16,41.32,107.69,42.2,25.62,295.89,19.47,35.71,9.74,58.05,2865.73,31.96,69.85,0.25,6.91,1.68,8.03
357.97,20.51,65.46,7.19,42.83,47.94,81.31,90.96,407.4,255.3,11.59,8.93,34.53,2455.56,16.43,63.73,0.17,59.31,1.16,5.92
865.96,16.31,78.39,5.04,149.36,126.28,120.87,73.05,120.15,233.7,14.4,8.35,82.01,559.3,49.61,39.8,0.85,10.04,4.34,6.1
255.52,17.15,29.24,7.14,50.2,115.74,105,32.27,76.27,23.92,6.68,8.57,30.26,1825.17,10.82,3.19,0.94,88.29,3.09,9.23
325.2,27.64,68.4,5.95,117.23,99.89,18.46,12.09,134.54,141.7,44.81,7.3,42.63,1846.95,7.97,44.78,0.97,2.81,6.94,9.16
405.87,31.55,11.25,5.68,39.85,26.34,125.19,64.04,238.01,168.52,36.28,9.17,61.27,1454.59,22.63,42.48,0.86,4.97,2.2,2
1449.71,16.66,55.7,8.66,73.23,58.31,14.16,13.81,98.92,281.93,17.45,10.94,85.66,1454.34,29.32,83.75,0.05,39.54,0.67,9.46
1194.45,34.25,10.42,4.95,123.06,43.88,103.31,62.6,281.87,153.29,1.01,9.11,44.12,2782.92,45.29,3.75,0.62,83.01,4.71,9.54
668.1,29.06,12.51,4.26,49.47,135.87,13.15,36.25,67.16,19.37,3.3,11.65,45.4,1416.2,22.44,66.81,0.78,24.11,0.19,9.28
1281.72,18.61,16.11,8.8,122.74,121.1,96.51,99.93,366.8,16.09,18.99,10.51,25.65,482.91,49.4,16.79,0.75,41.01,5.81,5.55
487.44,10.77,25.19,4.1,93.37,36.46,63.17,18.41,266.18,254.32,7.34,9.69,43.37,2043.34,13.73,86.86,0.26,54.89,9.82,8.09
377.24,16.36,24.75,5.36,62.21,48.58,21.9,38.29,30.09,253.43,49.54,9.41,77.66,326.17,16.15,89.45,0.79,64.98,1.03,3.13
771.53,15.02,15.93,5.27,60.33,41.42,138.13,45.71,81.54,165.71,40.02,8.76,78.07,2911.4,9.31,69.72,0.09,63.04,5.54,9.7
1995.1,22.71,56.92,7.32,109.72,123.85,13.98,18.52,93,147.88,40.14,6.4,30.52,1652.73,7.82,3.5,0.99,1.78,9.78,2.55
1733.34,15.71,55.97,5.48,108.02,55.44,100.47,68.57,117.75,278.94,31.81,11.08,42.28,497.74,8.27,97.1,0.92,93.29,5.41,9
1785.55,26.91,18.25,8.42,13.67,103.15,88.51,59.12,327.44,286.89,22.92,7.77,24.17,1785.19,5.41,5.42,0.41,33.81,6.7,7.5
1793.34,29.92,62.88,8.23,98.23,88.44,147.33,34.22,163.86,93.8,29,11.06,20.16,2394.34,13.29,98.76,0.78,38.39,9.35,3.86
1619.09,15.81,65.8,7.1,114.8,108.83,106.61,43.91,99.08,228.67,15.04,10.67,30.1,209.68,23.54,56.85,0.86,38.21,5,1.08
1930.18,14.75,51.99,6.92,45.41,58.94,74.87,89.66,343.22,69.42,30.66,6.39,88.99,2184.02,48.64,18.76,0.02,71.07,9.33,8.89
1886.74,37.84,36.06,8.5,15.29,44.46,108.11,43.08,177.03,160.57,39.91,9.98,89.11,819.48,48.64,39.18,0.25,70.92,8.72,4.93
1244.09,36.27,10.1,8.1,133.22,149.66,120.59,25.63,179.1,264.13,1.85,5.46,25.97,2950.41,33.87,42.7,0.32,5.88,5.68,2.93
875.52,22.91,35.07,7.83,143.44,144.65,143.42,66.14,390.12,19.3,23.93,10.7,93.78,578.91,21.2,15.4,0.91,40.89,0.87,6.55
746.73,12.24,46.19,5.4,29.13,138.29,143,36.79,188.19,33.46,47.34,8.2,90.44,2963.32,1.19,70.32,0.16,13.97,7.79,6.75
1819.16,15.18,55.68,5.73,73.01,114.42,34.61,53.43,460.72,207.98,8.64,7.12,65.72,162.95,7.42,59.03,0.14,23.17,5.4,8.65
554.11,13.03,64.71,5.91,18.77,11.14,75.08,38.72,69.99,71.23,18.78,7.08,67.19,2949.28,32.84,30.12,0.87,21.39,2.42,8.12
746.33,28.32,19.74,7.63,32.03,134.43,39.93,21.34,340.92,101.34,35.06,5.36,47.22,1359.98,14.59,39.93,0.95,56.72,7.41,9.06
481.98,13.59,33.58,5.49,93.64,117.46,83.35,94.41,311.48,286.09,38.25,7.71,69.65,2802.51,42.42,10.77,0.24,61.32,3.43,3.95
765.07,26.89,53.4,8.85,118.12,115.25,45.02,97.75,76.52,289.5,19.42,6.2,74.87,1614.81,38.7,91.22,0.41,30.37,2.44,6.37
565.77,11.72,50.09,6.78,99.01,75.44,100.53,55.16,32.8,248.53,40.29,6.67,79.16,1857.21,43.16,32.87,0.9,60.75,3.13,3.32
1361.81,30.48,21.3,7.56,92.13,20.85,20.36,86.85,300.31,229,38.47,10.13,86.32,1297.83,5.48,85.01,0.12,86.7,1.41,4.36
1648.67,18.37,28.63,5.59,75.26,16.9,128.65,38.7,219.57,141.93,41.89,10.26,43.17,1530.09,35.66,74.21,0.76,98.24,8.7,9.82
1445.41,26.6,32.46,5.77,29.25,92.98,148.29,96.02,339.96,167.41,33.83,8.06,47.14,303.49,14.7,86.62,0.25,81.1,9.81,8.84
369.84,27.08,74.6,5.23,47.84,16.75,15.2,95.53,442.37,77.29,29.87,5.07,57.37,1310.45,40.01,84.65,0.78,96.59,3.41,5.82
1059.36,15.12,45.02,5.91,87.78,70.23,89.49,38.14,152.93,255.16,15.75,5.69,40.74,709.28,36.27,57.47,0.72,34.06,4.83,4.69
1094.51,16.07,28.13,8.5,68.32,84.69,99.95,37.41,63.48,96.84,20.41,7.57,88.64,216.16,18.76,87.14,0.02,14.01,8.84,9.32
1370.73,18.46,25.23,7.62,25.52,10.93,90.86,64.34,343.75,221.36,18.54,6.42,24.56,279.43,15.96,93.61,0.1,23.25,1.32,6.99
590.22,30.34,10.63,5.69,129.72,36.88,19.96,93.38,186.54,67.3,17.86,5.03,96.72,977.23,33.31,38.6,0.32,1.98,2.41,4.37
593.26,21.06,21.92,7.46,55.6,107.28,146.47,41.04,347.66,85.15,5.64,5.25,85.43,1189,34.66,9.87,0.59,2.18,3.31,4.67
306.12,10.03,77.45,7.98,112.37,139.02,148.86,49.49,178.4,252.53,39.52,7.22,58.42,2262.2,20.94,1.96,0.59,85.19,8.01,8.15
875.87,28.98,33.8,5.58,133.1,89.79,105.23,44.29,416.03,60.46,19.69,11.8,67.15,2815.58,24.01,47.48,0.34,95.82,1.35,2.81
948,24.42,35.23,6.16,36.06,41.19,47.82,41.96,61.45,168.82,14.04,8.49,99.63,1597.25,26.06,34.05,0.13,80.24,5.89,2.1
586.47,34.38,32.09,6.03,124.86,27.24,83.33,48.16,212.7,59.85,8.65,7.33,48.38,2011.76,11.61,14.49,0.49,5.52,0.21,6.38
1268.4,27.58,34.18,4.43,145.73,117.53,80.62,34,323.72,45.99,24.5,9.2,84.86,152.39,9.36,50.15,0.12,60.47,3.61,2.85
762.41,37.81,19.1,6.87,70.12,88.57,78.64,92.23,318.45,262.35,47.67,5.65,73.16,2124.88,14.52,13.55,0.13,19.63,8.56,5.52
1602.48,35.65,78.75,5.64,117.87,135.94,67.61,47.15,372.37,81.53,6.73,7.8,28.62,1985.07,0.63,55.34,0.51,63.19,2.89,9.16
322.96,13.3,53.18,4.47,54.59,85.94,30.94,18.06,25.6,220.99,1.95,7.02,37.63,392.84,2.49,69.26,0.24,96.33,7.54,5.32
